VIDEO_ID,TITLE,SOURCE,PART_INDEX,PART_LABEL,OLD_FILE_ID,OLD_URL,PRIMARY_STATUS,DRIVE_API_HTTP_STATUS,DRIVE_FILE_EXISTS,DRIVE_NAME,MIME_TYPE,SIZE_BYTES,MD5,DURATION_MS,WIDTH,HEIGHT,DUPLICATE_VIDEO_FILE,NEW_FILE_ID,NEW_URL,MATCH_CONFIDENCE,DECISION
82,6-ملاحظة مهمة لازم ديرها,driveEmbedUrl,,,1izrCI-SwEFtfxJEAz2_42lEppfXnoiIW,https://drive.google.com/file/d/1izrCI-SwEFtfxJEAz2_42lEppfXnoiIW/view?usp=drive_link,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
83,7-الخطوة الأخيرة قبل بيع الحساب,driveEmbedUrl,,,1zU6-9rhxA9Hn0YCLc2JETIGL85fxyLff,https://drive.google.com/file/d/1zU6-9rhxA9Hn0YCLc2JETIGL85fxyLff/view?usp=drive_link,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
84,1الجزء الأول,driveEmbedUrl,,,1p-IKEih9d6fyG19ydkcmEsfNd7S_-G62,https://drive.google.com/file/d/1p-IKEih9d6fyG19ydkcmEsfNd7S_-G62/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
94,2- الجزء الثاني,driveEmbedUrl,,,1SRbpF2oOnx6hfQG7HBfyDNz8XarKKXXS,https://drive.google.com/file/d/1SRbpF2oOnx6hfQG7HBfyDNz8XarKKXXS/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
95,3-الجزء الأخير,driveEmbedUrl,,,18eNp0DPadOTEkT2nQJqTSI_YmJKvx5Y2,https://drive.google.com/file/d/18eNp0DPadOTEkT2nQJqTSI_YmJKvx5Y2/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
96,4-ملاحظة مهمة,driveEmbedUrl,,,1exirIozBxftX_QZemRQQeMlQf9tX9IbD,https://drive.google.com/file/d/1exirIozBxftX_QZemRQQeMlQf9tX9IbD/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
97,1-creat account + bin generate,driveEmbedUrl,,,1Bt0SyjOlt3pXX5c9hpu4aYnYJVZ7YO3Q,https://drive.google.com/file/d/1Bt0SyjOlt3pXX5c9hpu4aYnYJVZ7YO3Q/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
98,2-Account Actived Done,driveEmbedUrl,,,1qE936g6MO9McaJ9lxzxifDuqh0cfeBtP,https://drive.google.com/file/d/1qE936g6MO9McaJ9lxzxifDuqh0cfeBtP/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
99,Full Method,driveEmbedUrl,,,14fLruHcB3mWJ0CbR75Q87lsE3jLdT01g,https://drive.google.com/file/d/14fLruHcB3mWJ0CbR75Q87lsE3jLdT01g/view?usp=sharing,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
101,1 مبتدأ,driveEmbedUrl,,,1E-6I0L3famVkxO3BepfLTf6V5ltg3mQV,https://drive.google.com/file/d/1E-6I0L3famVkxO3BepfLTf6V5ltg3mQV/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير بطارية,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,0,تغيير بطارية,1E-6I0L3famVkxO3BepfLTf6V5ltg3mQV,https://drive.google.com/file/d/1E-6I0L3famVkxO3BepfLTf6V5ltg3mQV/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير بطارية,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,1,تغيير شاشة 2,1D674WIXGiSYUAgGp0MG7sLCDEjvJW_47,https://drive.google.com/file/d/1D674WIXGiSYUAgGp0MG7sLCDEjvJW_47/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير شاشة.MP4,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,2,تغيير كونيكتور,1V-MVSSuciuxR7NMHUrjh3RxnHA5oacFv,https://drive.google.com/file/d/1V-MVSSuciuxR7NMHUrjh3RxnHA5oacFv/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير كونيكتور 3.mp4,video/mp4,,,,,,true,1nouRZQkcJs58UVOsLSK5a9hPlEFafp2J,https://drive.google.com/file/d/1nouRZQkcJs58UVOsLSK5a9hPlEFafp2J/view,100% — byte-identical (same MD5 and size),SAFE_CONTENT_MATCH_BUT_OLD_LINK_IS_STILL_VALID
101,1 مبتدأ,driveParts,3,تغيير مايك,1fLU7U4M_5XVJol3aFNetEISPnHxjVZhe,https://drive.google.com/file/d/1fLU7U4M_5XVJol3aFNetEISPnHxjVZhe/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير مايك,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,4,تغيير مايك 2,1lnfVRgap5wzessrEbEKuGOU7lvrZplK_,https://drive.google.com/file/d/1lnfVRgap5wzessrEbEKuGOU7lvrZplK_/view?usp=drive_link,VALID_CURRENT_LINK,200,true,تغيير مايك ,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,5,فتح أيفون 7,1h_vGI_ZbrxjY4M2Akj00u1UenAJictex,https://drive.google.com/file/d/1h_vGI_ZbrxjY4M2Akj00u1UenAJictex/view?usp=drive_link,VALID_CURRENT_LINK,200,true,فتح أيفون 7.mp4,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,6,فتح أيفون 14 برو ماكس وتغيير بطارية,1LPQWLlw-0QU5MBx5GObwvurNNobs0OZP,https://drive.google.com/file/d/1LPQWLlw-0QU5MBx5GObwvurNNobs0OZP/view?usp=drive_link,VALID_CURRENT_LINK,200,true,فتح أيفون 14 برو ماكس وتغيير بطارية.mp4,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,7,فتح وتغيير بطارية سامسونغ أ 10,1Rd3L_GmWgLzprAQ55E4Kq5TqabvCfj2o,https://drive.google.com/file/d/1Rd3L_GmWgLzprAQ55E4Kq5TqabvCfj2o/view?usp=drive_link,VALID_CURRENT_LINK,200,true,فتح وتغيير بطارية سامسونغ أ 10.mp4,video/mp4,,,,,,false,,,,KEEP_CURRENT
101,1 مبتدأ,driveParts,8,نزع غطاء خلفي للهاتف,1SjDAczLihuoeBH9ANIZw6PF_YATSXTQ-,https://drive.google.com/file/d/1SjDAczLihuoeBH9ANIZw6PF_YATSXTQ-/view?usp=drive_link,VALID_CURRENT_LINK,200,true,نزع غطاء خلفي للهاتف,video/mp4,,,,,,false,,,,KEEP_CURRENT
102,Full Method in this Video,driveEmbedUrl,,,1ZueweqAaPs1CEbSGLIXGTkO1ZJloiwhv,https://drive.google.com/file/d/1ZueweqAaPs1CEbSGLIXGTkO1ZJloiwhv/view?usp=drive_link,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
103,Full Method 4 month Adobe Creative Cloud Pro,driveEmbedUrl,,,1DAVt7yxLruMwu39u_4QQqLDWyAXdjGfN,https://drive.google.com/file/d/1DAVt7yxLruMwu39u_4QQqLDWyAXdjGfN/view?usp=drive_link,MISSING_FILE,404,false,,,,,,,,false,,,,MANUAL_REVIEW
